"","age","day","grp.job","marital","education","housing","loan","contact","grp.month","grp.duration","grp.campaign","grp.pdays","grp.previous","y.subscribe","train.subscribe"
"35942",53,8,"3","2","2","0","0","2","1","1","1","1","1",0,0
"13334",41,8,"1","2","1","0","1","1","2","2","1","0","0",0,0
"9799",57,9,"1","2","1","0","0","0","2","1","1","0","0",0,0
"13844",43,10,"1","2","1","1","0","2","2","1","0","0","0",0,0
"9160",33,5,"1","0","2","1","0","0","2","0","2","0","0",0,0
"23673",41,28,"3","2","2","0","0","2","2","1","0","0","0",0,0
"18618",45,31,"1","2","0","1","0","1","2","0","2","0","0",0,0
"6204",27,27,"0","1","0","1","1","0","1","0","0","0","0",0,0
"28445",44,29,"0","2","1","0","0","2","0","1","0","0","0",0,0
"44673",40,3,"3","2","3","1","0","2","3","1","1","0","0",0,0
"35021",38,6,"2","2","3","1","0","2","1","0","1","2","1",0,0
"8063",32,2,"2","1","3","1","0","0","2","2","1","0","0",0,0
"1514",37,8,"3","2","2","1","1","0","1","0","0","0","0",0,0
"39273",33,18,"2","1","2","1","0","2","1","0","1","2","2",0,0
"11535",55,19,"2","2","0","0","0","0","2","0","0","0","0",0,0
"10313",35,12,"1","0","1","0","0","0","2","1","0","0","0",0,0
"14321",32,14,"2","2","3","0","0","2","2","0","1","0","0",0,0
"33895",47,30,"1","2","2","1","0","2","1","2","0","1","1",1,0
"37235",45,13,"2","0","3","1","0","2","1","0","0","0","0",0,0
"30177",69,5,"2","2","3","0","0","1","0","0","1","0","0",1,0
"12479",41,1,"2","1","1","0","1","0","2","0","1","0","0",0,0
"18174",60,30,"1","2","1","0","0","1","2","0","2","0","0",0,0
"5901",53,26,"1","1","2","1","0","0","1","1","1","0","0",0,0
"28048",49,28,"3","2","2","0","0","1","0","0","1","0","0",0,0
"12588",44,3,"1","2","2","0","0","0","2","2","2","0","0",0,0
"14917",34,16,"3","2","2","1","0","2","2","0","1","0","0",0,0
"18694",31,31,"3","1","2","1","0","1","2","0","2","0","0",0,0
"24908",35,18,"3","1","2","0","0","2","3","0","0","0","0",0,0
"12786",51,7,"1","2","1","0","1","2","2","0","0","0","0",0,0
"28793",33,30,"3","0","2","1","0","2","0","0","0","0","0",0,0
"45042",29,18,"2","1","3","1","0","2","3","0","2","0","0",0,0
"37328",37,13,"1","2","2","1","0","2","1","0","0","2","1",0,0
"40186",33,5,"3","1","2","0","0","2","2","0","1","0","0",1,0
"11123",36,18,"0","0","2","0","0","0","2","2","1","0","0",0,0
"5363",55,23,"1","2","0","1","0","0","1","0","0","0","0",0,0
"10227",40,11,"3","2","2","0","0","0","2","0","1","0","0",0,0
"12547",52,3,"1","2","3","0","0","0","2","0","0","0","0",0,0
"10785",38,17,"3","1","3","0","0","0","2","1","0","0","0",0,0
"28204",32,29,"0","2","2","0","0","2","0","1","0","0","0",0,0
"7950",32,30,"3","0","2","0","0","0","1","0","2","0","0",0,0
"37339",37,13,"1","2","2","1","0","2","1","0","2","2","1",0,0
"23473",43,28,"2","1","2","0","0","2","2","0","2","0","0",0,0
"9495",56,6,"0","0","3","0","0","0","2","2","1","0","0",0,0
"44861",33,23,"2","2","3","0","0","2","3","2","0","0","0",0,0
"16041",36,22,"2","2","3","1","0","2","2","0","0","0","0",0,0
"19409",46,6,"1","2","1","0","0","2","2","0","1","0","0",0,0
"22330",33,22,"3","1","2","0","0","2","2","0","1","0","0",0,0
"37616",33,14,"2","2","3","1","1","2","1","0","1","0","0",0,0
"33882",38,30,"2","2","3","1","0","2","1","2","0","0","0",1,0
"13729",52,10,"2","2","1","0","1","2","2","0","0","0","0",0,0
"3017",32,14,"3","1","2","1","0","0","1","1","1","0","0",0,0
"24056",43,20,"2","2","3","0","0","0","3","1","0","0","0",1,0
"8475",57,3,"0","2","2","1","0","0","2","2","1","0","0",0,0
"9811",38,9,"1","2","1","0","0","0","2","0","0","0","0",0,0
"22567",37,22,"2","2","2","0","0","2","2","1","1","0","0",0,0
"40595",28,28,"2","1","3","0","0","2","2","2","2","0","0",1,0
"38059",57,14,"1","2","2","1","0","2","1","0","2","0","0",0,0
"4227",43,19,"3","1","3","1","0","0","1","1","1","0","0",0,0
"42859",34,3,"2","2","3","0","0","2","0","1","1","0","0",1,0
"17018",46,25,"3","2","1","0","0","2","2","0","0","0","0",0,0
"6832",44,28,"3","2","2","1","1","0","1","0","0","0","0",0,0
"10591",39,16,"1","2","2","0","0","0","2","1","0","0","0",0,0
"6135",31,27,"1","2","1","1","0","0","1","0","1","0","0",0,0
"22867",58,25,"2","2","3","0","0","2","2","2","1","0","0",0,0
"8607",23,3,"1","1","2","1","0","0","2","1","0","0","0",0,0
"3058",30,14,"2","2","3","1","0","0","1","2","2","0","0",0,0
"23401",32,27,"3","1","3","0","0","2","2","0","2","0","0",0,0
"44577",24,16,"0","1","3","0","0","2","2","0","1","1","2",0,0
"28699",42,30,"3","2","2","0","0","2","0","1","1","0","0",0,0
"18779",41,31,"3","2","2","0","1","1","2","0","2","0","0",0,0
"42126",44,3,"3","2","2","0","0","2","3","1","0","0","0",1,0
"7902",25,30,"1","1","1","1","0","0","1","0","2","0","0",0,0
"7094",33,29,"2","2","3","1","0","0","1","0","2","0","0",0,0
"40262",33,15,"0","2","3","0","0","2","2","0","0","2","2",0,0
"1912",28,9,"1","2","2","1","0","0","1","2","0","0","0",0,0
"21550",60,19,"0","2","2","0","0","2","2","2","2","0","0",0,0
"43638",18,5,"0","1","0","0","0","2","1","2","2","0","0",1,0
"13748",40,10,"3","2","2","1","0","2","2","1","0","0","0",0,0
"15059",48,17,"1","2","2","0","1","2","2","2","0","0","0",0,0
"2146",33,12,"3","1","2","1","0","0","1","0","2","0","0",0,0
"23104",31,26,"2","1","3","0","0","2","2","0","2","0","0",0,0
"4706",40,20,"1","2","0","1","0","0","1","2","2","0","0",0,0
"11231",48,18,"3","2","2","0","0","0","2","2","2","0","0",0,0
"10912",35,17,"3","2","2","0","0","0","2","2","1","0","0",0,0
"5551",33,23,"1","2","2","1","1","0","1","0","1","0","0",0,0
"8287",42,2,"2","2","2","1","1","0","2","2","2","0","0",0,0
"33243",61,20,"0","2","2","0","0","2","1","1","0","0","0",1,0
"32860",25,17,"3","1","2","1","0","2","1","2","0","0","0",0,0
"28738",27,30,"0","1","3","0","0","2","0","2","0","0","0",0,0
"26717",31,20,"3","1","2","1","0","2","3","2","1","0","0",0,0
"33582",34,20,"2","0","3","1","1","2","1","0","1","1","1",0,0
"42512",28,17,"1","1","2","0","0","2","0","2","1","0","0",1,0
"25105",50,18,"2","2","3","1","0","2","3","0","1","0","0",0,0
"38551",38,15,"3","2","3","1","0","2","1","0","1","2","1",0,0
"5587",33,23,"2","2","2","1","0","0","1","0","2","0","0",0,0
"16729",45,24,"3","0","2","1","0","2","2","2","2","0","0",1,0
"20293",41,11,"3","1","2","0","1","2","2","0","2","0","0",0,0
"3108",43,14,"3","0","2","1","0","0","1","0","2","0","0",0,0
"13084",27,8,"3","1","2","0","1","2","2","2","0","0","0",1,0
"6109",36,27,"3","2","2","1","0","0","1","2","1","0","0",0,0
"32283",40,16,"3","1","2","1","0","1","1","0","0","0","0",0,0
"36844",57,12,"2","2","1","1","0","2","1","0","0","0","0",0,0
"6579",25,28,"1","2","1","1","1","0","1","2","0","0","0",0,0
"9623",39,6,"3","1","2","1","0","0","2","2","1","0","0",0,0
"10469",39,16,"1","2","1","1","0","0","2","1","1","0","0",0,0
"18850",52,4,"0","2","0","0","0","2","2","0","0","0","0",0,0
"8333",49,2,"2","0","3","1","0","0","2","1","1","0","0",0,0
"8118",35,2,"3","2","2","1","1","0","2","0","1","0","0",0,0
"4156",32,19,"1","2","1","1","0","0","1","0","0","0","0",0,0
"22907",51,25,"3","2","2","0","0","2","2","0","2","0","0",0,0
"6293",31,27,"3","1","2","1","1","0","1","1","2","0","0",0,0
"30442",55,5,"1","2","2","1","0","2","0","2","0","2","1",0,0
"19065",30,5,"2","1","3","1","0","2","2","1","0","0","0",0,0
"39547",32,26,"3","1","2","1","0","2","1","0","0","0","0",0,0
"44031",33,29,"2","1","3","1","0","2","2","1","0","1","1",1,0
"35566",32,7,"1","2","2","0","0","2","1","0","1","0","0",0,0
"43285",72,12,"0","2","2","0","1","2","1","1","1","2","1",1,0
"7464",31,29,"3","1","2","1","0","0","1","2","1","0","0",0,0
"38490",33,15,"1","1","1","1","0","2","1","0","1","0","0",0,0
"16364",42,23,"3","2","2","0","1","2","2","0","0","0","0",0,0
"29967",40,4,"2","2","3","0","0","2","0","0","0","0","0",0,0
"23821",48,29,"1","2","2","0","0","2","2","0","2","0","0",0,0
"34982",29,6,"3","1","3","1","1","2","1","2","0","2","2",0,0
"27220",31,21,"1","2","2","1","1","2","3","1","0","1","1",0,0
"43109",35,23,"1","2","3","0","0","2","0","0","0","1","1",0,0
"29089",30,2,"3","1","2","0","1","2","0","0","2","0","0",0,0
"8148",32,2,"1","2","3","1","0","0","2","2","1","0","0",0,0
"41322",32,28,"3","2","2","0","0","2","2","0","1","1","1",0,0
"6364",36,27,"3","0","2","1","0","0","1","1","0","0","0",0,0
"29664",34,3,"3","2","3","0","0","2","0","0","1","1","2",0,0
"8849",30,4,"2","1","3","1","0","0","2","0","1","0","0",0,0
"24334",41,17,"2","1","3","1","0","2","3","0","0","0","0",0,0
"31535",34,2,"3","0","2","1","1","2","1","1","0","0","0",0,0
"3313",45,15,"3","2","2","1","0","0","1","1","0","0","0",0,0
"35856",50,8,"2","2","1","1","0","2","1","0","0","2","1",0,0
"35139",48,7,"3","2","2","1","0","2","1","0","1","0","0",0,0
"28741",38,30,"2","0","3","0","0","2","0","1","1","0","0",0,0
"5883",34,26,"3","0","2","1","0","0","1","0","1","0","0",0,0
"24681",42,17,"1","2","0","1","0","2","3","2","1","0","0",0,0
"35916",44,8,"3","2","2","1","1","2","1","2","1","0","0",0,0
"2103",25,12,"3","2","2","1","0","0","1","0","0","0","0",0,0
"19549",44,7,"2","2","2","1","0","2","2","0","1","0","0",0,0
"20550",34,12,"3","1","3","0","0","2","2","2","1","0","0",0,0
"18660",52,31,"3","0","2","0","0","2","2","2","1","0","0",0,0
"18870",31,4,"3","1","2","0","0","2","2","0","0","0","0",0,0
"708",35,6,"3","1","3","1","1","0","1","1","1","0","0",0,0
"7467",42,29,"3","1","1","1","0","0","1","0","1","0","0",0,0
"42814",42,29,"2","1","3","0","0","2","0","0","1","0","0",0,0
"17498",51,28,"3","1","2","1","0","1","2","0","2","0","0",0,0
"35291",58,7,"0","2","3","0","0","2","1","0","0","2","2",0,0
"41043",21,14,"0","1","2","0","0","2","2","0","1","1","2",0,0
"17496",43,28,"1","2","2","0","0","1","2","1","2","0","0",0,0
"17802",44,29,"1","2","1","0","1","2","2","1","2","0","0",0,0
"15337",36,18,"2","2","3","1","0","2","2","0","0","0","0",0,0
"25380",34,18,"2","0","2","1","0","2","3","0","0","0","0",0,0
"24340",46,17,"1","2","2","0","0","2","3","1","0","0","0",0,0
"20910",48,13,"2","2","3","0","0","2","2","1","0","0","0",0,0
"14402",31,14,"3","2","2","0","0","2","2","1","1","0","0",0,0
"6052",39,26,"1","2","1","1","0","0","1","0","2","0","0",0,0
"1316",44,8,"3","1","2","1","0","0","1","0","1","0","0",0,0
"1164",32,8,"3","1","2","1","1","0","1","1","1","0","0",0,0
"5308",34,23,"3","0","2","1","0","0","1","0","0","0","0",0,0
"32906",49,17,"1","2","2","0","0","2","1","2","0","0","0",0,0
"9311",41,5,"1","2","1","1","1","0","2","1","1","0","0",0,0
"21575",57,19,"0","2","1","0","0","2","2","1","2","0","0",0,0
"17889",59,30,"0","1","2","0","1","1","2","0","1","0","0",0,0
"43356",26,25,"2","1","3","0","0","2","1","1","0","2","1",0,0
"30813",55,9,"0","1","1","0","0","2","0","0","2","0","0",0,0
"38205",30,15,"3","1","2","1","0","2","1","0","0","0","0",0,0
"44279",28,26,"0","1","2","0","0","2","2","0","1","1","1",0,0
"35089",41,6,"1","2","2","1","1","2","1","1","1","0","0",0,0
"475",34,6,"3","2","2","0","0","0","1","2","0","0","0",1,0
"14516",34,15,"3","2","2","1","0","2","2","0","2","0","0",0,0
"23560",32,28,"0","1","3","0","0","2","2","0","2","0","0",0,0
"32446",42,16,"3","2","2","1","0","2","1","2","2","0","0",0,0
"29039",58,2,"1","0","2","1","0","2","0","1","0","2","1",0,0
"6695",27,28,"1","1","2","1","0","0","1","1","0","0","0",0,0
"39167",27,18,"1","1","2","1","0","2","1","0","2","0","0",0,0
"19111",53,5,"3","2","2","0","0","2","2","0","0","0","0",0,0
"3775",35,16,"1","2","2","1","0","0","1","2","0","0","0",0,0
"14932",39,16,"2","2","3","1","1","2","2","0","1","0","0",0,0
"42986",44,11,"2","2","3","0","0","2","0","0","0","1","1",1,0
"22601",50,22,"3","1","2","0","0","1","2","0","2","0","0",0,0
"24262",48,17,"3","2","1","0","0","2","3","0","0","0","0",0,0
"10336",49,12,"2","2","3","1","0","0","2","2","0","0","0",0,0
"45121",32,26,"3","2","2","0","0","2","3","1","0","2","1",1,0
"14491",34,14,"3","2","2","1","0","2","2","0","2","0","0",0,0
"17277",49,28,"3","2","3","1","0","2","2","1","1","0","0",0,0
"36531",41,12,"1","2","1","1","0","2","1","0","2","2","2",0,0
"37297",41,13,"3","2","2","1","0","2","1","2","0","1","1",0,0
"11430",41,19,"3","0","2","1","0","0","2","1","0","0","0",0,0
"18873",53,4,"2","2","3","0","0","2","2","0","1","0","0",0,0
"4667",55,20,"2","2","2","1","0","0","1","1","1","0","0",0,0
"1597",38,8,"1","2","1","1","0","0","1","2","1","0","0",0,0
"12529",58,3,"0","2","2","0","1","0","2","1","0","0","0",0,0
"11212",39,18,"3","2","3","0","0","0","2","2","0","0","0",0,0
"3547",32,15,"3","2","2","1","0","0","1","2","2","0","0",0,0
"37237",40,13,"2","2","1","1","0","2","1","2","0","1","2",0,0
"44342",29,29,"2","1","3","0","0","2","2","0","2","0","0",0,0
"22047",53,20,"2","0","3","0","0","2","2","0","1","0","0",0,0
"35673",40,8,"1","0","1","1","0","2","1","1","0","0","0",0,0
"25944",56,19,"2","2","3","0","0","2","3","0","0","0","0",0,0
"31710",29,7,"2","1","3","1","0","2","1","0","0","2","1",0,0
"23542",31,28,"3","1","2","0","0","2","2","0","1","0","0",0,0
"8816",52,4,"2","0","3","1","0","0","2","0","1","0","0",0,0
"1891",26,9,"2","2","3","1","1","0","1","2","1","0","0",0,0
"19454",51,7,"2","2","3","0","0","2","2","0","1","0","0",0,0
"8362",36,3,"2","1","3","1","0","0","2","0","0","0","0",0,0
"27891",58,28,"0","2","2","1","0","2","0","1","0","0","0",0,0
"9741",37,9,"1","2","1","0","0","0","2","0","0","0","0",0,0
"4043",37,16,"2","1","2","1","0","0","1","2","2","0","0",1,0
"11506",42,19,"3","1","0","0","0","0","2","1","1","0","0",0,0
"12881",27,7,"2","1","3","0","1","2","2","2","0","0","0",0,0
"5059",37,21,"1","2","1","1","0","0","1","1","0","0","0",0,0
"2441",33,13,"3","1","3","1","1","0","1","1","1","0","0",0,0
"19066",47,5,"0","2","0","0","0","2","2","0","0","0","0",0,0
"14879",60,16,"3","1","2","1","0","1","2","2","1","0","0",0,0
"12411",34,30,"2","2","2","1","0","0","2","1","1","0","0",0,0
"23460",58,28,"0","2","2","0","1","2","2","1","2","0","0",0,0
"24745",49,18,"3","2","0","1","0","2","3","0","1","0","0",0,0
"14026",40,11,"3","2","2","1","0","2","2","0","0","0","0",0,0
"38152",24,15,"3","2","2","1","0","2","1","0","0","0","0",0,0
"11412",44,19,"2","2","2","0","0","0","2","0","0","0","0",0,0
"20967",39,14,"3","0","2","1","1","2","2","0","1","0","0",0,0
"10346",49,12,"2","2","2","0","1","0","2","0","0","0","0",0,0
"30465",37,5,"1","2","2","1","1","2","0","2","2","0","0",0,0
"15053",45,17,"2","2","3","0","1","2","2","2","1","0","0",0,0
"29789",40,4,"0","2","1","0","1","2","0","0","0","0","0",0,0
"23118",30,26,"3","1","3","1","0","2","2","1","2","0","0",0,0
"26034",54,19,"2","2","3","0","0","2","3","0","1","0","0",0,0
"43207",32,4,"2","2","3","1","0","2","1","1","0","1","1",1,0
"9958",51,9,"3","0","2","0","0","0","2","2","1","0","0",0,0
"7763",29,30,"3","0","2","1","0","0","1","0","1","0","0",0,0
"33702",37,21,"3","2","2","0","0","2","1","1","0","0","0",0,0
"42938",56,8,"3","2","0","0","0","2","0","2","0","2","1",0,0
"13920",31,10,"1","2","2","1","0","2","2","1","0","0","0",0,0
"15393",41,18,"1","0","1","1","0","2","2","2","1","0","0",1,0
"40653",45,5,"2","2","3","0","0","2","2","0","2","2","1",0,0
"20304",32,11,"2","2","3","1","0","2","2","0","2","0","0",0,0
"41201",33,20,"3","1","2","0","0","2","2","1","1","2","1",0,0
"37636",46,14,"3","2","3","1","0","2","1","0","0","2","1",0,0
"27985",33,28,"1","2","2","1","0","2","0","0","0","2","1",0,0
"9735",36,9,"1","2","0","0","0","0","2","0","0","0","0",0,0
"25602",35,19,"2","2","2","1","0","2","3","1","0","0","0",0,0
"38342",24,15,"1","1","2","1","0","2","1","1","0","0","0",0,0
"22544",36,22,"3","0","2","0","0","2","2","0","1","0","0",0,0
"34695",45,5,"2","2","3","1","0","2","1","2","1","2","1",0,0
"36672",34,12,"1","2","2","1","0","2","1","1","1","2","1",0,0
"7526",33,30,"1","2","1","1","0","0","1","0","1","0","0",0,0
"42792",66,28,"0","2","3","0","0","2","0","1","0","1","1",1,0
"23811",35,29,"3","0","2","1","1","2","2","0","1","0","0",0,0
"19291",45,6,"1","2","2","0","1","2","2","0","1","0","0",0,0
"33410",25,20,"0","1","3","1","0","2","1","1","0","0","0",0,0
"28824",38,30,"1","2","2","0","0","2","0","0","0","0","0",0,0
"21873",56,20,"3","2","2","0","0","2","2","1","2","0","0",0,0
"28387",40,29,"3","1","2","0","1","2","0","1","0","1","2",0,0
"37789",32,14,"1","1","2","1","0","2","1","2","0","0","0",1,0
"15749",42,21,"0","2","0","1","0","1","2","2","2","0","0",1,0
"5307",33,23,"2","2","3","1","0","0","1","1","0","0","0",0,0
"38087",29,14,"1","2","2","1","1","2","1","0","1","2","1",0,0
"18791",41,31,"0","0","2","0","0","2","2","0","1","0","0",0,0
"37498",44,13,"3","0","3","1","0","2","1","2","1","0","0",0,0
"36599",40,12,"2","2","3","1","0","2","1","0","0","0","0",0,0
"3864",44,16,"1","0","0","0","0","0","1","0","1","0","0",0,0
"21706",33,19,"3","2","2","0","0","2","2","0","1","0","0",0,0
"6572",52,28,"3","2","2","1","1","0","1","0","1","0","0",0,0
"4855",37,21,"2","2","3","1","0","0","1","1","1","0","0",0,0
"37585",58,14,"3","2","1","1","0","2","1","2","0","0","0",1,0
"8491",30,3,"2","1","3","1","0","0","2","2","0","0","0",0,0
"41232",43,21,"3","1","2","1","0","2","2","0","0","1","1",1,0
"42256",39,12,"0","1","0","0","0","2","3","2","1","1","1",0,0
"20919",30,13,"3","2","2","0","0","2","2","2","2","0","0",0,0
"4993",32,21,"2","2","2","1","1","0","1","2","1","0","0",0,0
"39036",43,18,"3","2","2","1","0","2","1","1","0","0","0",0,0
"32256",33,16,"1","1","2","1","0","2","1","0","0","0","0",0,0
"21027",35,14,"2","1","3","0","1","2","2","2","2","0","0",0,0
"7209",44,29,"1","2","2","1","0","0","1","1","0","0","0",0,0
"41421",69,3,"0","0","2","0","0","1","3","2","0","0","0",0,0
"10447",55,12,"1","0","1","0","0","0","2","0","2","0","0",0,0
"9734",53,9,"0","2","2","0","0","0","2","0","0","0","0",0,0
"8931",29,4,"1","2","0","1","0","0","2","0","1","0","0",0,0
"31178",25,27,"3","1","3","1","0","2","0","0","1","0","0",0,0
"25211",31,18,"1","1","2","0","1","2","3","1","1","0","0",0,0
"11921",37,20,"1","2","0","0","0","0","2","0","1","0","0",0,0
"21898",40,20,"2","2","2","0","0","2","2","0","1","0","0",0,0
"36722",44,12,"3","2","2","1","1","2","1","1","0","0","0",0,0
"38072",49,14,"2","2","1","1","0","2","1","2","2","0","0",0,0
"9297",34,5,"2","1","3","1","1","0","2","0","2","0","0",0,0
"15976",47,22,"2","2","3","1","0","2","2","1","0","0","0",0,0
"11679",30,20,"2","2","3","1","1","0","2","1","1","0","0",0,0
"6245",46,27,"3","0","2","1","0","0","1","0","0","0","0",0,0
"16557",42,24,"1","1","1","0","1","2","2","0","0","0","0",0,0
"42095",33,2,"2","2","3","1","0","2","3","0","1","1","1",0,0
"6199",42,27,"3","2","2","1","0","0","1","1","0","0","0",0,0
"32429",34,16,"3","2","3","1","0","2","1","2","0","0","0",0,0
"5352",33,23,"1","2","2","1","0","0","1","0","1","0","0",0,0
"13145",51,8,"2","2","3","0","1","1","2","1","0","0","0",0,0
"25218",48,18,"3","2","2","0","0","1","3","0","2","0","0",0,0
"34635",41,5,"3","0","3","1","0","2","1","2","0","0","0",0,0
"19904",50,8,"3","2","2","0","0","2","2","2","2","0","0",0,0
"43284",61,12,"3","2","2","0","0","2","1","1","0","0","0",1,0
"34220",24,4,"0","1","0","0","0","2","1","0","1","0","0",0,0
"25121",50,18,"2","1","3","1","0","2","3","0","0","1","1",0,0
"31921",20,9,"0","1","2","0","0","2","1","1","1","0","0",1,0
"22710",54,25,"1","2","1","0","0","2","2","0","2","0","0",0,0
"30245",34,5,"2","1","3","1","0","2","0","0","2","0","0",0,0
"42521",29,18,"3","2","2","0","0","2","0","2","2","1","1",0,0
"28066",55,28,"1","2","1","0","0","1","0","0","1","0","0",0,0
"17981",45,30,"1","2","2","0","1","1","2","0","1","0","0",0,0
"17596",34,29,"3","2","2","1","0","2","2","0","1","0","0",0,0
"41977",52,26,"3","2","2","0","0","2","3","0","1","1","1",0,0
"31548",39,3,"1","2","1","1","1","2","1","1","1","0","0",0,0
"20465",49,12,"0","2","2","0","0","2","2","0","2","0","0",0,0
"21595",32,19,"2","2","3","0","0","2","2","0","1","0","0",0,0
"2192",56,12,"0","2","1","1","0","0","1","0","1","0","0",0,0
"21603",52,19,"3","2","2","1","1","2","2","2","2","0","0",0,0
"8773",36,4,"2","0","3","1","0","0","2","2","1","0","0",0,0
"36393",48,11,"3","2","1","1","0","2","1","0","1","2","1",0,0
"6519",34,27,"1","2","2","1","1","0","1","0","1","0","0",0,0
"24667",50,17,"3","0","3","1","0","2","3","0","1","0","0",0,0
"24020",53,29,"0","2","3","0","0","2","2","0","1","0","0",0,0
"10158",49,11,"2","2","3","0","0","0","2","2","0","0","0",1,0
"26182",46,20,"2","2","3","1","0","2","3","1","0","0","0",0,0
